,Census.Tract.GEOID,BUILDING.ID,BUILDING.ADDRESS,CARBON.DIOXIDE.EMISSIONS,COMPLIANCE.STATUS,X.DIFFERENCE.SOURCE.EUI,X.DIFFERENCE.SITE.EUI,ENERGY.STAR.SCORE,ENERGY.STAR.CERTIFICATION.ELIGIBILITY,ENERGY.STAR.CERTIFICATION.LAST.APPROVAL.DATE,ENERGY.STAR.CERTIFICATION.YEARS.CERTIFIED,ENTITY.RESPONSIBLE.FOR.BENCHMARK,GROSS.BUILDING.FLOOR.AREA,INDOOR.WATER.USE,INDOOR.WATER.USE.INTENSITY,NUMBER.OF.BUILDINGS,OCCUPANCY,OUTDOOR.WATER.USE,POSTAL.CODE,PROGRAM.YEAR,PROPERTY.TYPE,SITE.EUI,Source.EUI,TOTAL.WATER.USE,WEATHER.NORMALIZED.SITE.EUI,WEATHER.NORMALIZED.SOURCE.EUI,YEAR.BUILT,AIN,LADBS.Building.Category,CityOwned,Building.Wave,Longitude,Latitude,CES.Score,CES.Score.Percentile,Disadvantaged.Community,building.type,year.built..year.,floor_area,baseline.annual.site.energy.use.intensity..kWh.m2.,floor_area_2,predicted_cooling_capacity_tons
2115,6037137103.0,379848887189,21616 CALIFA ST,0.0,1,,,,0.0,,Not Available,"Conservice, LLC",72893.0,,,1.0,95.0,,91367,2017,Multifamily Housing,,,,,,1979.0,150,"100,000+",0,5,-118.60032,34.177223,24.161762403501395,47.9883970235843,0.0,Multi Family House,1970s,71500,52.1,5112250000,0.51246
1932,6037134305.0,379854902736,8260 OWENSMOUTH AVE,,0,,,,,,,,,,,,,,91304,2020,,,,,,,,017,"20,000 to 49,999",0,4,-118.60161000000001,34.219055,40.4977953187772,76.71837558330179,1.0,Multi Family House,1960s,26492,50.1,701826064,0.30902399999999997
2103,6037135114.0,379943889810,6220 OWENSMOUTH AVE,359.7,1,-35.4,-35.4,96.0,1.0,,Not Available,"RealPage Utility Management, Inc.",212820.0,,,13.0,95.0,,91367,2019,Multifamily Housing,24.0,67.2,10941.0,24.0,67.2,1979.0,040,"100,000+",0,1,-118.60151,34.18329,37.7379730273309,72.77084121579009,0.0,Multi Family House,1970s,212820,24.0,45292352400,0.722989
259,6037113233.0,380240903104,21535 ROSCOE BLVD,,0,,,,,,,,,,,,,,91304,2019,,,,,,,,105,"100,000+",0,3,-118.5998,34.21976,32.5481806105345,64.0686089040232,0.0,Multi Family House,1990s,103854,38.6,10785653316,0.347572
1951,6037134305.0,380388902613,21530 ROSCOE BLVD,76.0,1,-70.7,-70.7,99.0,1.0,,Not Available,MV at Canoga Park,73450.0,,,1.0,100.0,,91304,2019,Office,15.5,37.6,593.2,15.7,37.7,2008.0,058,"50,000 to 99,999",0,2,-118.59928000000001,34.219757,40.4977953187772,76.71837558330179,1.0,Office,1990s,73450,15.5,5394902500,9.366439
251,6037113233.0,380398904787,8521 INTERNATIONAL AVE,16.4,1,-93.7,-93.7,,0.0,,Not Available,Statewide Enterprises Inc.,84388.0,,,1.0,100.0,,91304,2017,Multifamily Housing,2.6,8.1,8016.9,2.5,7.9,1970.0,050,"50,000 to 99,999",0,4,-118.59945,34.225056,32.5481806105345,64.0686089040232,0.0,Multi Family House,1970s,88600,47.7,7849960000,0.552372
244,6037113233.0,380629905001,8526 INTERNATIONAL AVE,307.5,1,-13.1,-13.1,72.0,0.0,,Not Available,G.P. Metcal Funding Group,93908.0,,,1.0,95.0,,91304,2019,Multifamily Housing,56.7,94.2,9611.7,57.0,94.5,1972.0,052,"50,000 to 99,999",0,1,-118.599434,34.225124,32.5481806105345,64.0686089040232,0.0,Multi Family House,1970s,93908,56.7,8818712464,0.658316
7301,,380731886095,5707 CANOGA AVE,548.7,1,-8.6,-8.6,63.0,0.0,,Not Available,"AvalonBay Communities, Inc",214114.0,,,1.0,95.0,,91367,2018,Multifamily Housing,41.5,79.9,12273.1,42.4,80.9,1979.0,201,"20,000 to 49,999",0,3,,,,,,Multi Family House,1970s,214114,41.5,45844804996,0.9416950000000001
7509,,380858886543,5707 CANOGA AVE,,0,,,,,,,,,,,,,,91367,2019,,,,,,,,201,"20,000 to 49,999",0,2,,,,,,Multi Family House,1970s,25189,39.3,634485721,0.270436
236,6037113212.0,381005916882,21415 DEVONSHIRE ST,541.5,1,112.8,112.8,2.0,0.0,,Not Available,"Vert Energy Group, Inc.",67842.0,,,1.0,100.0,,91311,2018,Retail Store,118.3,295.6,2034.7,118.3,295.6,1961.0,103,"20,000 to 49,999",0,2,-118.597595,34.25724,20.8143670994107,40.3077311136335,0.0,Retail,1960s,67842,105.5,4602536964,5.383948999999999
260,6037113234.0,381270905897,21350 PARTHENIA ST,79.6,0,5.6,5.6,41.0,0.0,,Not Available,Yardi Energy,20852.0,,,1.0,95.0,,91304,2019,Multifamily Housing,66.3,108.9,2354.2,66.5,109.2,1988.0,040,"20,000 to 49,999",0,4,-118.59596,34.228190000000005,35.388249938414795,69.16382898221721,0.0,Multi Family House,1980s,20852,66.3,434805904,0.369019
281,6037113237.0,381320910314,9327 DEERING AVE,75.3,1,-4.2,-4.2,53.0,0.0,,Not Available,Schneider Electric ESS,23079.0,,,1.0,90.0,,91311,2018,Office,46.3,129.7,255.0,45.3,126.9,2000.0,022,"20,000 to 49,999",0,3,-118.59608500000002,34.239468,23.3071981901833,45.8569807037457,0.0,Office,1990s,23079,46.3,532640241,9.115422
280,6037113237.0,381330910169,9309 DEERING AVE,,0,,,,,,,,,,,,,,91311,2020,,,,,,,,023,"20,000 to 49,999",0,5,-118.59608500000002,34.239185,23.3071981901833,45.8569807037457,0.0,Office,1990s,25672,46.5,659051584,9.401434
285,6037113237.0,381339909702,9223 DEERING AVE,211.6,0,56.0,56.0,17.0,0.0,,Not Available,Schneider Electric,37169.0,,,1.0,90.0,,91311,2019,Office,80.8,226.3,0.5,80.4,225.3,2000.0,048,"20,000 to 49,999",0,2,-118.59608500000002,34.237827,23.3071981901833,45.8569807037457,0.0,Office,1990s,37169,38.8,1381534561,9.448506
232,6037113212.0,381365917425,10428 CANOGA AVE,91.5,1,-32.4,-32.4,94.0,0.0,,Not Available,J&S Properties and Management,54347.0,,,1.0,100.0,,91311,2019,Multifamily Housing,25.6,59.4,2205.3,25.6,59.4,1983.0,090,"50,000 to 99,999",0,3,-118.597305,34.259464,20.8143670994107,40.3077311136335,0.0,Multi Family House,1980s,54347,32.6,2953596409,0.313448
2030,6037134903.0,381424892852,6701 ETON AVE,,0,,,,,,,,,,,,,,91303,2020,,,,,,,,039,"100,000+",0,2,-118.59544,34.192679999999996,33.943241370334604,66.6162189431202,0.0,Multi Family House,1990s,269608,47.2,72688473664,0.692079
1987,6037134521.0,381473896894,7311 ETON AVE,,0,,,,,,,,,,,,,,91303,2020,,,,,,,,033,"20,000 to 49,999",0,3,-118.595474,34.203156,41.542584543738606,78.23180728969609,1.0,Multi Family House,1980s,20630,49.0,425596900,0.28426999999999997
306,6037113321.0,381571916049,21323 LEMARSH ST,11.8,1,-90.1,-90.1,100.0,0.0,,Not Available,Property Management Group,58136.0,,,1.0,95.0,,91311,2018,Multifamily Housing,2.9,8.1,2339.1,2.9,8.1,1985.0,048,"50,000 to 99,999",0,5,-118.59568999999999,34.2554,38.7655776983805,74.12031782065829,0.0,Multi Family House,1980s,58136,3.1,3379794496,0.208957
1913,6037134201.0,381639900770,7901 DEERING AVE,10.7,1,-83.8,-83.8,100.0,0.0,,Not Available,GDF - GREAT DEAL FURNITURE,74000.0,,,1.0,100.0,,91304,2017,Retail Store,1.9,6.0,44.4,1.9,6.0,1973.0,007,"100,000+",0,1,-118.595055,34.213417,29.6570680790569,58.721150208096894,0.0,Retail,1970s,74000,1.9,5476000000,1.259333
1918,6037134201.0,381775898805,21215 SATICOY ST,86.2,1,21.8,21.8,21.0,0.0,,Not Available,"Vert Energy Group, Inc.",23103.0,,,1.0,100.0,,91304,2018,Multifamily Housing,63.3,103.9,2317.5,65.2,105.8,1963.0,009,"20,000 to 49,999",0,3,-118.59453,34.208304999999996,29.6570680790569,58.721150208096894,0.0,Multi Family House,1960s,23103,63.3,533748609,0.362944
277,6037113237.0,381840910625,9350 ETON AVE,,0,,,,,,,,,,,,,,91311,2020,,,,,,,,016,"20,000 to 49,999",0,3,-118.595345,34.24062,23.3071981901833,45.8569807037457,0.0,Office,1990s,21825,49.5,476330625,9.432651
2022,6037134903.0,381874892447,21200 KITTRIDGE ST,791.9,1,-67.7,-67.7,,0.0,,Not Available,AMLI Management Company,513976.0,20526.9,39.94,5.0,100.0,3372.2,91303,2016,Multifamily Housing,24.2,41.3,23899.1,,,2007.0,027,"100,000+",0,4,-118.59411000000001,34.191208,33.943241370334604,66.6162189431202,0.0,Multi Family House,1990s,513976,44.3,264171328576,0.155059
1904,6037134201.0,381908898782,21205 SATICOY ST,72.8,1,-3.1,-3.1,54.0,0.0,,Not Available,"Vert Energy Group, Inc.",24692.0,,,1.0,100.0,,91304,2018,Multifamily Housing,49.9,82.6,1908.3,51.4,84.2,1963.0,010,"20,000 to 49,999",0,2,-118.59443,34.208304999999996,29.6570680790569,58.721150208096894,0.0,Multi Family House,1960s,24692,49.9,609694864,0.302221
298,6037113321.0,381932916205,10220 ETON AVE,,0,,,,,,,,,,,,,,91311,2020,,,,,,,,036,"50,000 to 99,999",0,3,-118.59511599999999,34.255856,38.7655776983805,74.12031782065829,0.0,Multi Family House,1980s,61804,33.1,3819734416,0.3383
2062,6037134905.0,381980890380,6345 VARIEL AVE,,0,,,,0.0,,Not Available,Home Depot,131732.0,,,1.0,100.0,,91367,2019,Retail Store,,,,,,1998.0,032,"100,000+",0,1,-118.5928,34.186214,18.3591258547608,34.1783327027368,0.0,Retail,1990s,131732,49.4,17353319824,2.4942900000000003
1908,6037134201.0,382038898986,21133 SATICOY ST,79.4,1,5.0,5.0,41.0,0.0,,Not Available,Martin and Marion Schneider,20000.0,,,1.0,100.0,,91304,2018,Multifamily Housing,67.0,111.8,3038.6,68.8,113.7,1976.0,020,"20,000 to 49,999",0,4,-118.5937,34.208304999999996,29.6570680790569,58.721150208096894,0.0,Multi Family House,1970s,20000,69.2,400000000,0.39963000000000004
272,6037113237.0,382166909827,9232 ETON AVE,37.8,0,-49.7,-49.7,89.0,0.0,,Not Available,Schneider Electric,21984.0,,,1.0,90.0,,91311,2019,Office,24.4,68.4,0.3,24.4,68.4,2000.0,010,"20,000 to 49,999",0,4,-118.594406,34.238453,23.3071981901833,45.8569807037457,0.0,Office,1990s,21984,24.4,483296256,6.4938709999999995
2067,6037134905.0,382233889755,6203 N VARIEL AVE,402.5,1,-7.3,-7.3,63.0,0.0,,Not Available,"Conservice, LLC",150960.0,,,1.0,100.0,,91367,2017,Multifamily Housing,40.7,89.3,9.0,41.7,90.3,2008.0,BRK,"100,000+",0,3,-118.59279,34.183025,18.3591258547608,34.1783327027368,0.0,Multi Family House,1990s,158144,40.0,25009524736,0.489292
266,6037113234.0,382270908470,21122 NORDHOFF ST,12.2,0,-97.3,-97.3,100.0,0.0,,Not Available,Schneider Electric,98370.0,,,1.0,90.0,,91311,2019,Office,1.8,4.9,218.4,1.8,4.9,2000.0,038,"20,000 to 49,999",0,1,-118.59296,34.235455,35.388249938414795,69.16382898221721,0.0,Office,1990s,98370,1.8,9676656900,9.308167999999998
263,6037113234.0,382281907913,9000 ETON AVE,32.5,0,-78.7,-78.7,100.0,0.0,,Not Available,Schneider Electric,41160.0,,,1.0,90.0,,91304,2019,Office,11.2,31.3,0.5,10.4,29.1,2000.0,027,"20,000 to 49,999",0,2,-118.593956,34.23395,35.388249938414795,69.16382898221721,0.0,Office,1990s,41160,11.2,1694145600,6.512487999999999
1983,6037134521.0,382289896531,7237 VARIEL AVE,65.2,0,-2.0,-2.0,53.0,0.0,,Not Available,"Vert Energy Group, Inc.",23413.0,,,1.0,100.0,,91303,2019,Multifamily Housing,47.9,82.7,1841.0,48.1,82.9,1960.0,023,"20,000 to 49,999",0,1,-118.59284,34.201817,41.542584543738606,78.23180728969609,1.0,Multi Family House,1960s,23413,47.9,548168569,0.289308
359,6037113421.0,382386906689,8745 VARIEL AVE,4.7,1,-94.1,-94.1,,0.0,,Not Available,PMA,27165.0,,,18.0,100.0,,91304,2018,Multifamily Housing,2.5,6.9,842.1,2.5,6.9,1981.0,016,"20,000 to 49,999",0,5,-118.592896,34.228832000000004,35.2599559005033,68.9494261571447,0.0,Multi Family House,1980s,27165,2.5,737937225,0.15225999999999998
2052,6037134905.0,382479888785,6100 VARIEL AVE,74.4,1,-12.4,-12.4,62.0,0.0,,Not Available,"TPWH, LLC",24300.0,,,1.0,100.0,,91367,2018,Retail Store,43.5,121.8,291.7,42.6,119.4,1971.0,023,"20,000 to 49,999",0,3,-118.59277,34.18107,18.3591258547608,34.1783327027368,0.0,Retail,1970s,24300,44.0,590490000,1.463392
341,6037113421.0,382637907242,21051 GRESHAM ST,284.8,1,12.7,12.7,32.0,0.0,,Not Available,"Seltzer-Doren Management Co., Inc.",125252.0,,,12.0,100.0,,91304,2018,Multifamily Housing,37.4,68.2,3727.5,38.1,68.9,1981.0,083,"100,000+",0,2,-118.59178999999999,34.230625,35.2599559005033,68.9494261571447,0.0,Multi Family House,1980s,125252,36.7,15688063504,0.578857
369,6037113421.0,382681906783,21030 GRESHAM ST,,0,,,,,,,,,,,,,,91304,2020,,,,,,,,050,"100,000+",0,2,-118.59143,34.230614,35.2599559005033,68.9494261571447,0.0,Multi Family House,1980s,153921,37.9,23691674241,0.690447
364,6037113421.0,382683907950,21045 OSBORNE ST,21.8,1,-75.4,-75.4,,0.0,,Not Available,Rexford Industrial,30240.0,,,1.0,50.0,,91304,2019,Office,10.2,28.7,206.5,10.2,28.7,1965.0,009,"20,000 to 49,999",0,1,-118.592064,34.233044,35.2599559005033,68.9494261571447,0.0,Office,1960s,30240,8.5,914457600,8.340798
2005,6037134903.0,382723893104,21050 VANOWEN ST,569.3,1,-21.8,-21.8,83.0,0.0,,Not Available,"AvalonBay Communities, Inc",241657.0,,,1.0,95.0,,91303,2017,Multifamily Housing,37.0,74.8,9263.1,38.0,75.9,2007.0,030,"100,000+",0,3,-118.59172,34.193768,33.943241370334604,66.6162189431202,0.0,Multi Family House,1990s,241657,37.0,58398105649,0.5901569999999999
350,6037113421.0,382743906275,21041 PARTHENIA ST,,0,,,,,,,,,,,,,,91304,2020,,,,,,,,057,"50,000 to 99,999",0,3,-118.59163000000001,34.228207,35.2599559005033,68.9494261571447,0.0,Multi Family House,1980s,125121,62.0,15655264641,0.844109
387,6037113422.0,382815905818,21028 PARTHENIA ST,,0,,,,,,,,,,,,,,91304,2019,,,,,,,,178,"20,000 to 49,999",0,5,-118.59141000000001,34.228195,39.901576341381706,75.8481523521251,1.0,Multi Family House,1980s,23898,2.8,571114404,0.14768499999999998
379,6037113421.0,382822907508,21026 OSBORNE ST,37.6,1,-50.1,-50.1,89.0,0.0,,Not Available,Schneider Electric ESS,22200.0,,,1.0,95.0,,91304,2018,Office,24.0,67.3,371.9,23.4,65.7,2000.0,011,"20,000 to 49,999",0,5,-118.59156999999999,34.233032,35.2599559005033,68.9494261571447,0.0,Office,1990s,22200,24.0,492840000,6.470342
317,6037113321.0,382845914013,21025 LASSEN ST,42.4,1,-67.3,-67.3,100.0,0.0,,Not Available,"Vert Energy Group, Inc.",33580.0,,,1.0,100.0,,91311,2018,Multifamily Housing,23.1,27.9,15103.3,23.9,28.7,1977.0,027,"20,000 to 49,999",0,2,-118.59137,34.249984999999995,38.7655776983805,74.12031782065829,0.0,Multi Family House,1970s,33580,40.0,1127616400,0.298535
2037,6037134903.0,382898893584,21021 VANOWEN ST,244.5,1,3.4,3.4,44.0,0.0,,Not Available,NMS Properties,69410.0,,,1.0,95.0,,91303,2017,Multifamily Housing,55.2,112.2,3379.0,58.4,115.5,1988.0,022,"50,000 to 99,999",0,3,-118.59115,34.19378,33.943241370334604,66.6162189431202,0.0,Multi Family House,1980s,69410,53.0,4817748100,0.487299
1845,6037134001.0,382934897106,7337 INDEPENDENCE AVE,,0,,,,,,,,,,,,,,91303,2020,,,,,,,,029,"20,000 to 49,999",0,4,-118.59063,34.203568,40.8666526776202,77.32374826585949,1.0,Multi Family House,1960s,29810,54.1,888636100,0.33979000000000004
376,6037113421.0,382940906762,21018 GRESHAM ST,55.7,1,-20.7,-20.7,81.0,0.0,,Not Available,9022 Cedros Ave Apartments,32084.0,,,1.0,90.0,,91304,2018,Multifamily Housing,24.7,69.1,2510.5,24.7,69.1,1978.0,016,"20,000 to 49,999",0,2,-118.59121,34.230614,35.2599559005033,68.9494261571447,0.0,Multi Family House,1970s,32084,24.7,1029383056,0.233866
355,6037113421.0,382959906334,8735 INDEPENDENCE AVE,251.1,1,-6.0,-6.0,60.0,0.0,,Not Available,"Conservice, LLC",79314.0,,,2.0,95.0,,91304,2017,Multifamily Housing,48.5,105.3,5.6,49.7,106.5,1986.0,058,"50,000 to 99,999",0,3,-118.59071000000002,34.22898,35.2599559005033,68.9494261571447,0.0,Multi Family House,1980s,79314,48.5,6290710596,0.49557299999999993
2015,6037134903.0,383134893028,6722 INDEPENDENCE AVE,115.0,1,-30.8,-30.8,95.0,1.0,,Not Available,LNN Investments,44142.0,,,1.0,100.0,,91303,2019,Multifamily Housing,43.0,77.7,2460.3,43.1,77.8,1985.0,045,"20,000 to 49,999",0,5,-118.59058,34.192642,33.943241370334604,66.6162189431202,0.0,Multi Family House,1980s,44142,43.0,1948516164,0.331871
271,6037113234.0,383173903243,20951 ROSCOE BLVD,100.6,1,-9.7,-9.7,65.0,0.0,,Not Available,Unknown,35491.0,,,1.0,100.0,,91304,2018,Multifamily Housing,47.2,82.8,2.6,48.3,83.9,2010.0,018,"20,000 to 49,999",0,2,-118.58979,34.219916999999995,35.388249938414795,69.16382898221721,0.0,Multi Family House,1990s,35491,47.5,1259611081,0.218991
2040,6037134903.0,383174893301,20954 VANOWEN ST,,0,,,,,,,,,,,,,,91303,2020,,,,,,,,006,"20,000 to 49,999",0,1,-118.58961000000001,34.193768,33.943241370334604,66.6162189431202,0.0,Multi Family House,1990s,21063,52.4,443649969,0.202256
2053,6037134905.0,383226890204,6301 DE SOTO AVE,936.0,1,36.4,36.4,10.0,0.0,,Not Available,MG Properties,242972.0,,,1.0,100.0,,91367,2018,Multifamily Housing,63.8,113.6,12952.7,63.8,113.6,2008.0,041,"100,000+",0,3,-118.58888999999999,34.184371999999996,18.3591258547608,34.1783327027368,0.0,Multi Family House,1990s,242972,63.8,59035392784,0.8817940000000001
391,6037113422.0,383251905340,20946 BRYANT ST,,0,,,,,,,,,,,,,,91304,2020,,,,,,,,034,"20,000 to 49,999",0,1,-118.589554,34.226982,39.901576341381706,75.8481523521251,1.0,Multi Family House,1960s,32943,56.6,1085241249,0.36445500000000003
313,6037113321.0,383278916169,10230 INDEPENDENCE AVE,117.9,1,-19.9,-19.9,79.0,0.0,,Not Available,"Seltzer-Doren Management Co., Inc.",56880.0,,,4.0,100.0,,91311,2018,Multifamily Housing,34.2,61.7,2308.5,35.1,62.7,1984.0,050,"20,000 to 49,999",0,5,-118.590744,34.256009999999996,38.7655776983805,74.12031782065829,0.0,Multi Family House,1980s,56880,34.2,3235334400,0.328719
1841,6037134001.0,383290896418,7233 LOMA VERDE AVE,6.2,1,-92.9,-92.9,,0.0,,Not Available,7233 Loma Verde Apartments LLC,29250.0,,,1.0,95.0,,91303,2019,Multifamily Housing,3.0,8.4,2107.5,3.0,8.4,1988.0,018,"20,000 to 49,999",0,5,-118.58958,34.201763,40.8666526776202,77.32374826585949,1.0,Multi Family House,1980s,29250,3.0,855562500,0.156825
7517,,383291888609,6150 N DE SOTO AVE,,0,,,,,,,,,,,,,,91367,2020,,,,,,,,021,"20,000 to 49,999",0,5,,,,,,Multi Family House,1990s,24337,41.9,592289569,0.17913199999999999
7396,,383293889059,6150 N DE SOTO AVE,,0,,,,,,,,,,,,,,91367,2020,,,,,,,,021,"20,000 to 49,999",0,5,,,,,,Multi Family House,1990s,24337,41.9,592289569,0.17913199999999999
354,6037113421.0,383317906741,20942 GRESHAM ST,,0,,,,,,,,,,,,,,91304,2020,,,,,,,,022,"50,000 to 99,999",0,1,-118.58948500000001,34.230614,35.2599559005033,68.9494261571447,0.0,Multi Family House,1960s,54524,39.7,2972866576,0.350423
2012,6037134903.0,383328892827,6701 DE SOTO AVE,548.4,1,-6.8,-6.8,61.0,0.0,,Not Available,AUM,152550.0,,,1.0,95.0,,91303,2017,Multifamily Housing,56.7,113.3,11981.5,57.8,114.6,1978.0,044,"100,000+",0,4,-118.58845,34.191277,33.943241370334604,66.6162189431202,0.0,Multi Family House,1970s,152250,54.2,23180062500,0.9144950000000001
1911,6037134201.0,383377902547,20934 ROSCOE BLVD,276.9,0,13.3,13.3,,0.0,,Not Available,Schneider Electric,61171.0,,,1.0,90.0,,91304,2019,Retail Store,77.5,136.0,1274.6,77.4,135.7,2000.0,024,"20,000 to 49,999",0,4,-118.58948999999998,34.21991,29.6570680790569,58.721150208096894,0.0,Retail,1990s,61171,78.7,3741891241,2.278852
2071,6037134905.0,383409888313,6000 DE SOTO AVE,200.5,1,-56.0,-56.0,100.0,0.0,,Not Available,equity residential,309600.0,,,1.0,95.0,,91367,2016,Multifamily Housing,8.5,26.8,10288.0,8.5,26.8,2003.0,023,"100,000+",0,2,-118.59046000000001,34.179522999999996,18.3591258547608,34.1783327027368,0.0,Multi Family House,1990s,309600,8.5,95852160000,0.368537
383,6037113421.0,383418906619,20936 GRESHAM ST,70.4,1,-23.4,-23.4,84.0,0.0,,Not Available,"Seltzer-Doren Management Co., Inc.",25638.0,,,2.0,100.0,,91304,2018,Multifamily Housing,45.1,82.9,1386.1,45.1,82.9,1976.0,029,"20,000 to 49,999",0,5,-118.58938,34.230614,35.2599559005033,68.9494261571447,0.0,Multi Family House,1970s,25638,45.1,657307044,0.29634099999999997
7494,,383475888737,6150 N DE SOTO AVE,,0,,,,,,,,,,,,,,91367,2020,,,,,,,,021,"20,000 to 49,999",0,4,,,,,,Multi Family House,1990s,24337,41.9,592289569,0.17913199999999999
7496,,383476888542,6150 N DE SOTO AVE,,0,,,,,,,,,,,,,,91367,2020,,,,,,,,021,"20,000 to 49,999",0,2,,,,,,Multi Family House,1990s,24337,41.9,592289569,0.17913199999999999
7304,,383476888676,6150 N DE SOTO AVE,60.1,1,-35.0,-35.0,,0.0,,Not Available,equity residential,24337.0,,,1.0,95.0,,91367,2019,Multifamily Housing,41.9,76.8,1817.4,42.0,76.9,2003.0,021,"20,000 to 49,999",0,4,,,,,,Multi Family House,1990s,24337,41.9,592289569,0.17913199999999999
7383,,383476888921,6150 N DE SOTO AVE,60.1,1,-35.0,-35.0,,0.0,,Not Available,equity residential,24337.0,,,1.0,95.0,,91367,2019,Multifamily Housing,41.9,76.8,1817.4,42.0,76.9,2003.0,021,"20,000 to 49,999",0,1,,,,,,Multi Family House,1990s,24337,41.9,592289569,0.17913199999999999
2047,6037134905.0,383478889116,6150 N DE SOTO AVE,62.0,1,-20.5,-20.5,81.0,0.0,,Not Available,equity residential,27825.0,,,1.0,95.0,,91367,2018,Multifamily Housing,36.6,67.2,1817.4,37.3,67.9,2003.0,021,"20,000 to 49,999",0,4,-118.59046000000001,34.181698,18.3591258547608,34.1783327027368,0.0,Multi Family House,1990s,27825,36.6,774230625,0.17177699999999999
7309,,383488888348,6150 N DE SOTO AVE,,0,,,,,,,,,,,,,,91367,2020,,,,,,,,021,"100,000+",0,5,,,,,,Multi Family House,1990s,190135,38.6,36151318225,0.543746
2068,6037134905.0,383508891239,20920 VICTORY BLVD,59.2,1,-61.5,-61.5,98.0,0.0,,Not Available,Sunburst Industrial Development Co,44000.0,,,1.0,100.0,,91367,2018,Retail Store,19.1,53.5,1356.2,,,1974.0,029,"20,000 to 49,999",0,5,-118.58899,34.188340000000004,18.3591258547608,34.1783327027368,0.0,Retail,1970s,44000,19.1,1936000000,1.236093
310,6037113321.0,383518913964,20929 LASSEN ST,108.2,1,39.6,39.6,9.0,0.0,,Not Available,"Vert Energy Group, Inc.",28673.0,,,1.0,100.0,,91311,2018,Multifamily Housing,60.7,119.0,2443.9,61.8,120.2,1976.0,030,"20,000 to 49,999",0,3,-118.58943000000001,34.249984999999995,38.7655776983805,74.12031782065829,0.0,Multi Family House,1970s,28673,60.7,822140929,0.386405
2031,6037134903.0,383531893153,6737 DE SOTO AVE,53.4,1,-46.1,-46.1,100.0,0.0,,Not Available,Yardi Energy,31454.0,,,1.0,95.0,,91303,2018,Multifamily Housing,24.1,67.4,3948.0,24.1,67.4,2004.0,048,"20,000 to 49,999",0,2,-118.58845,34.19266,33.943241370334604,66.6162189431202,0.0,Multi Family House,1990s,31454,24.1,989354116,0.148059
309,6037113321.0,383575914162,9919 DE SOTO AVE,,0,,,,,,,,,,,,,,91311,2020,,,,,,,,017,"20,000 to 49,999",0,2,-118.58856000000002,34.250409999999995,38.7655776983805,74.12031782065829,0.0,Multi Family House,1960s,25972,49.9,674544784,0.306396
294,6037113303.0,383603911046,9445 DE SOTO AVE,,0,,,,,,,,,,,,,,91311,2019,,,,,,,,013,"20,000 to 49,999",0,4,-118.58855,34.241737,24.2674311313876,48.366754950182894,0.0,Office,1990s,46250,26.3,2139062500,8.581881
301,6037113321.0,383613914422,9947 DE SOTO AVE,33.7,1,-78.3,-78.3,100.0,0.0,,Not Available,Landmark,25972.0,,,1.0,95.0,,91311,2018,Multifamily Housing,23.3,30.5,1478.1,23.3,30.5,1964.0,020,"20,000 to 49,999",0,2,-118.58856000000002,34.250842999999996,38.7655776983805,74.12031782065829,0.0,Multi Family House,1960s,25972,50.8,674544784,0.31054499999999996
319,6037113321.0,383624915256,10101 DE SOTO AVE,43.9,1,-8.1,-8.1,62.0,0.0,,Not Available,"Vert Energy Group, Inc.",21036.0,,,1.0,100.0,,91311,2018,Multifamily Housing,30.7,78.4,992.7,30.7,78.4,1986.0,900,"20,000 to 49,999",0,4,-118.58856000000002,34.25353,38.7655776983805,74.12031782065829,0.0,Multi Family House,1980s,21036,30.7,442513296,0.217221
322,6037113321.0,383635914938,10025 DE SOTO AVE,139.7,1,-56.3,-56.3,100.0,1.0,,Not Available,Yardi Energy,71112.0,,,1.0,95.0,,91311,2019,Multifamily Housing,35.3,46.2,1531.3,35.5,46.4,1979.0,105,"50,000 to 99,999",0,5,-118.58856000000002,34.252359999999996,38.7655776983805,74.12031782065829,0.0,Multi Family House,1970s,71112,35.3,5056916544,0.397362
2019,6037134903.0,383645893806,6835 DE SOTO AVE,66.3,1,-6.7,-6.7,60.0,0.0,,Not Available,"Vert Energy Group, Inc.",22743.0,,,1.0,100.0,,91303,2018,Multifamily Housing,49.8,79.5,1103.4,51.8,81.6,1963.0,021,"20,000 to 49,999",0,4,-118.58845,34.194309999999994,33.943241370334604,66.6162189431202,0.0,Multi Family House,1960s,22743,55.7,517244049,0.32272199999999995
